Year,Month,Customer Code,Industry,Revenue Type,Product,Product Mix,Revenue,Gross Profit
2021,9,Customer 270,Pharmaceuticals & Biotech,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 270,Pharmaceuticals & Biotech,Reoccurring,OperateX Fulfillment,Software & Platforms,  -   ,  -   
2021,9,Customer 152,Public Administration,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  814 ,  337 
2021,9,Customer 384,Industrial Equipment & Utilities,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 384,Industrial Equipment & Utilities,Reoccurring,OperateX Fulfillment,Software & Platforms,  225 ,  205 
2021,9,Customer 208,E-Learning Platforms,Reoccurring,DeliverIT Solutions,Software & Platforms,"  2,112 ",  130 
2021,9,Customer 208,E-Learning Platforms,Reoccurring,Insight Advisory,Consulting & Implementation Services,"  2,916 ","  1,170 "
2021,9,Customer 386,Apparel & E-Commerce,Reoccurring,DeliverIT Solutions,Software & Platforms,  57 ,  6 
2021,9,Customer 133,Digital Innovation & Streaming,Reoccurring,OperateX Fulfillment,Software & Platforms,  -   ,  -   
2021,9,Customer 269,Consulting & Advisory,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,512 ","  1,451 "
2021,9,Customer 269,Consulting & Advisory,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  12,300 ",  (654)
2021,9,Customer 389,E-Learning Platforms,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  215 ,  206 
2021,9,Customer 391,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,9,Customer 392,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  56 ,  54 
2021,9,Customer 394,Apparel & E-Commerce,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 50,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,9,Customer 405,Public Administration,Reoccurring,DeliverIT Solutions,Software & Platforms,  -   ,  -   
2021,9,Customer 154,Digital Innovation & Streaming,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 413,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,837 ","  1,019 "
2021,9,Customer 413,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  (989),  (989)
2021,9,Customer 413,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  5,856 ","  (15,805)"
2021,9,Customer 413,Aerospace & Defense,Reoccurring,OperateX Fulfillment,Software & Platforms,"  138,720 ","  9,878 "
2021,9,Customer 417,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,129 ","  1,083 "
2021,9,Customer 33,Public Administration,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  11,737 ","  4,632 "
2021,9,Customer 217,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,9,Customer 10,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  20,527 ","  19,284 "
2021,9,Customer 78,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,273 ","  1,221 "
2021,9,Customer 78,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  5,391 ","  5,391 "
2021,9,Customer 78,Public Administration,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 78,Public Administration,Reoccurring,OperateX Fulfillment,Software & Platforms,  -   ,  -   
2021,9,Customer 421,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  29,710 ","  28,508 "
2021,9,Customer 421,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  0 ,  0 
2021,9,Customer 21,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,560 ","  1,288 "
2021,9,Customer 21,Digital Innovation & Streaming,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  7,838 ","  3,238 "
2021,9,Customer 21,Digital Innovation & Streaming,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 21,Digital Innovation & Streaming,Reoccurring,OperateX Fulfillment,Software & Platforms,  -   ,  -   
2021,9,Customer 21,Digital Innovation & Streaming,Reoccurring,Insight Advisory,Consulting & Implementation Services,"  6,454 ","  (1,682)"
2021,9,Customer 1,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  69,232 ","  62,761 "
2021,9,Customer 1,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  126,681 ","  126,681 "
2021,9,Customer 1,Digital Innovation & Streaming,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  34,567 ","  10,978 "
2021,9,Customer 1,Digital Innovation & Streaming,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  3,787,921 ","  2,015,030 "
2021,9,Customer 1,Digital Innovation & Streaming,Reoccurring,OperateX Fulfillment,Software & Platforms,"  9,212,096 ","  725,479 "
2021,9,Customer 1,Digital Innovation & Streaming,Reoccurring,DeliverIT Solutions,Software & Platforms,"  1,897 ",  393 
2021,9,Customer 1,Digital Innovation & Streaming,Recurring,FieldSite On-Prem Services,Managed IT & Cloud Services,"  66,826 ","  17,164 "
2021,9,Customer 427,E-Learning Platforms,Reoccurring,DeliverIT Solutions,Software & Platforms,"  7,679 ",  803 
2021,9,Customer 179,Industrial Equipment & Utilities,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 4,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  25,900 ","  15,455 "
2021,9,Customer 4,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  (7,410)","  (7,410)"
2021,9,Customer 4,Pharmaceuticals & Biotech,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  36,096 ","  15,595 "
2021,9,Customer 4,Pharmaceuticals & Biotech,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  52,098 ","  20,775 "
2021,9,Customer 4,Pharmaceuticals & Biotech,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  490,715 ","  4,380 "
2021,9,Customer 4,Pharmaceuticals & Biotech,Reoccurring,OperateX Fulfillment,Software & Platforms,"  458,504 ","  637,937 "
2021,9,Customer 4,Pharmaceuticals & Biotech,Reoccurring,DeliverIT Solutions,Software & Platforms,"  55,723 ","  (10,842)"
2021,9,Customer 4,Pharmaceuticals & Biotech,Recurring,FieldSite On-Prem Services,Managed IT & Cloud Services,"  129,421 ","  33,965 "
2021,9,Customer 157,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  522 ,  501 
2021,9,Customer 157,Pharmaceuticals & Biotech,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 157,Pharmaceuticals & Biotech,Reoccurring,OperateX Fulfillment,Software & Platforms,  -   ,  -   
2021,9,Customer 433,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,285 ","  1,233 "
2021,9,Customer 17,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  23,000 ","  22,070 "
2021,9,Customer 17,Pharmaceuticals & Biotech,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  2,453 ","  (3,767)"
2021,9,Customer 17,Pharmaceuticals & Biotech,Reoccurring,OperateX Fulfillment,Software & Platforms,"  30,894 ","  1,876 "
2021,9,Customer 17,Pharmaceuticals & Biotech,Reoccurring,DeliverIT Solutions,Software & Platforms,  -   ,  -   
2021,9,Customer 51,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  2,095 ","  2,010 "
2021,9,Customer 51,Industrial Equipment & Utilities,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  8,859 ","  5,468 "
2021,9,Customer 51,Industrial Equipment & Utilities,Reoccurring,DeliverIT Solutions,Software & Platforms,  -   ,  -   
2021,9,Customer 435,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  22 ,  21 
2021,9,Customer 444,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  475 ,  456 
2021,9,Customer 444,Public Administration,Recurring,FieldSite On-Prem Services,Managed IT & Cloud Services,"  20,204 ","  8,224 "
2021,9,Customer 92,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,296 ","  1,244 "
2021,9,Customer 451,Industrial Equipment & Utilities,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 94,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  29 ,  29 
2021,9,Customer 94,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  6,239 ","  (1,249)"
2021,9,Customer 94,Aerospace & Defense,Reoccurring,OperateX Fulfillment,Software & Platforms,"  4,205 ",  542 
2021,9,Customer 209,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  106 ,  102 
2021,9,Customer 209,Digital Innovation & Streaming,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  532 ,  324 
2021,9,Customer 130,Renewable Energy Solutions,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  818 ,  785 
2021,9,Customer 15,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  10,061 ","  9,597 "
2021,9,Customer 15,Public Administration,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  58,979 ","  35,204 "
2021,9,Customer 15,Public Administration,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  10,748 ","  7,480 "
2021,9,Customer 15,Public Administration,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  8,083 ","  5,057 "
2021,9,Customer 31,E-Learning Platforms,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  911 ,  (687)
2021,9,Customer 31,E-Learning Platforms,Reoccurring,OperateX Fulfillment,Software & Platforms,"  12,528 ","  1,951 "
2021,9,Customer 31,E-Learning Platforms,Reoccurring,DeliverIT Solutions,Software & Platforms,"  4,926 ",  793 
2021,9,Customer 147,Pharmaceuticals & Biotech,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 468,Charitable Organizations,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  1,189 ",  77 
2021,9,Customer 486,Public Administration,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  1,368 ",  761 
2021,9,Customer 494,Digital Innovation & Streaming,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 78,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  3,135 ","  3,008 "
2021,9,Customer 78,Public Administration,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 78,Public Administration,Reoccurring,OperateX Fulfillment,Software & Platforms,  -   ,  -   
2021,9,Customer 169,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  2,273 ","  2,273 "
2021,9,Customer 500,Property Management & Investment,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 203,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  29 ,  27 
2021,9,Customer 252,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,9,Customer 252,Digital Innovation & Streaming,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 252,Digital Innovation & Streaming,Reoccurring,OperateX Fulfillment,Software & Platforms,  -   ,  -   
2021,9,Customer 52,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 52,Aerospace & Defense,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 9,Aerospace & Defense,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  7,832 ","  4,834 "
2021,9,Customer 9,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  15,975 ","  7,249 "
2021,9,Customer 185,Pharmaceuticals & Biotech,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  1,971 ","  1,217 "
2021,9,Customer 511,Charitable Organizations,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 206,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  169 ,  162 
2021,9,Customer 263,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  11,383 ","  10,923 "
2021,9,Customer 263,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  (37),  (37)
2021,9,Customer 263,Industrial Equipment & Utilities,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,  467 ,  (139)
2021,9,Customer 263,Industrial Equipment & Utilities,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  8,153 ","  6,759 "
2021,9,Customer 263,Industrial Equipment & Utilities,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 150,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  3,066 ","  2,875 "
2021,9,Customer 150,Aerospace & Defense,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  2,459 ","  1,672 "
2021,9,Customer 150,Aerospace & Defense,Reoccurring,DeliverIT Solutions,Software & Platforms,"  13,622 ","  4,019 "
2021,9,Customer 25,Corporate & Regulatory,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  245 ,  235 
2021,9,Customer 25,Corporate & Regulatory,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 25,Corporate & Regulatory,Reoccurring,OperateX Fulfillment,Software & Platforms,  -   ,  -   
2021,9,Customer 25,Corporate & Regulatory,Reoccurring,Insight Advisory,Consulting & Implementation Services,"  6,660 ",  (28)
2021,9,Customer 532,Consulting & Advisory,Reoccurring,DeliverIT Solutions,Software & Platforms,"  7,872 ","  1,739 "
2021,9,Customer 75,Pharmaceuticals & Biotech,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  6,921 ","  4,633 "
2021,9,Customer 75,Pharmaceuticals & Biotech,Reoccurring,OperateX Fulfillment,Software & Platforms,"  1,384 ","  1,262 "
2021,9,Customer 543,Apparel & E-Commerce,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 257,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  71 ,  71 
2021,9,Customer 257,Digital Innovation & Streaming,Reoccurring,OperateX Fulfillment,Software & Platforms,"  9,815 ","  1,605 "
2021,9,Customer 181,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  96 ,  (282)
2021,9,Customer 181,Industrial Equipment & Utilities,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 554,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,9,Customer 16,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  2,404 ","  2,307 "
2021,9,Customer 16,Industrial Equipment & Utilities,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  7,683 ","  4,990 "
2021,9,Customer 14,Apparel & E-Commerce,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  20,900 ","  9,689 "
2021,9,Customer 560,E-Learning Platforms,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,9,Customer 253,Public Administration,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  3,609 ",  (95)
2021,9,Customer 89,Digital Innovation & Streaming,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  1,358 ",  838 
2021,9,Customer 562,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  402 ,  386 
2021,9,Customer 197,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  576 ,  553 
2021,9,Customer 197,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 197,Aerospace & Defense,Reoccurring,DeliverIT Solutions,Software & Platforms,  -   ,  -   
2021,9,Customer 142,Property Management & Investment,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  287 ,  275 
2021,9,Customer 142,Property Management & Investment,Reoccurring,OperateX Fulfillment,Software & Platforms,"  2,714 ",  (240)
2021,9,Customer 28,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  371 ,  356 
2021,9,Customer 28,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 28,Aerospace & Defense,Recurring,FieldSite On-Prem Services,Managed IT & Cloud Services,"  15,289 ","  13,514 "
2021,9,Customer 567,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 568,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  547 ,  468 
2021,9,Customer 568,Industrial Equipment & Utilities,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,  -   ,  -   
2021,9,Customer 572,E-Learning Platforms,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  45 ,  43 
2021,9,Customer 572,E-Learning Platforms,Reoccurring,OperateX Fulfillment,Software & Platforms,"  10,568 ",  694 
2021,9,Customer 574,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  739 ,  654 
2021,9,Customer 575,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,9,Customer 96,Consulting & Advisory,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,9,Customer 96,Consulting & Advisory,Reoccurring,DeliverIT Solutions,Software & Platforms,"  3,122 ",  255 
2021,9,Customer 35,Public Administration,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  22,472 ","  8,356 "
2021,9,Customer 578,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  195 ,  187 
2021,9,Customer 578,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  10,242 ","  10,242 "
2021,9,Customer 578,Public Administration,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  5,675 ","  5,183 "
2021,9,Customer 578,Public Administration,Reoccurring,OperateX Fulfillment,Software & Platforms,"  4,297 ","  3,917 "
2021,9,Customer 256,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  189 ,  182 
2021,9,Customer 256,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  8,143 ","  8,143 "
2021,9,Customer 256,Aerospace & Defense,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  57,866 ","  24,598 "
2021,9,Customer 256,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  50,035 ","  34,071 "
2021,9,Customer 256,Aerospace & Defense,Reoccurring,OperateX Fulfillment,Software & Platforms,"  282,183 ","  18,916 "
2021,9,Customer 176,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  190 ,  182 
2021,9,Customer 176,Public Administration,Reoccurring,DeliverIT Solutions,Software & Platforms,  -   ,  -   
2021,9,Customer 581,E-Learning Platforms,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,  689 ,  479 
2021,9,Customer 59,Apparel & E-Commerce,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  18,265 ","  17,043 "
2021,9,Customer 59,Apparel & E-Commerce,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  105,130 ","  55,499 "
2021,9,Customer 59,Apparel & E-Commerce,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  12,293 ","  2,929 "
2021,9,Customer 59,Apparel & E-Commerce,Reoccurring,OperateX Fulfillment,Software & Platforms,  -   ,  -   
2021,9,Customer 118,Consulting & Advisory,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  197 ,  189 
2021,9,Customer 20,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  9,276 ","  8,901 "
2021,9,Customer 20,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 20,Aerospace & Defense,Reoccurring,OperateX Fulfillment,Software & Platforms,  -   ,  -   
2021,9,Customer 20,Aerospace & Defense,Recurring,FieldSite On-Prem Services,Managed IT & Cloud Services,"  31,558 ","  7,178 "
2021,9,Customer 587,E-Learning Platforms,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 587,E-Learning Platforms,Reoccurring,DeliverIT Solutions,Software & Platforms,"  16,348 ","  1,994 "
2021,9,Customer 158,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  231 ,  222 
2021,9,Customer 592,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,9,Customer 592,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 278,E-Learning Platforms,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  -   ,  -   
2021,9,Customer 278,E-Learning Platforms,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 593,Property Management & Investment,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  42 ,  41 
2021,9,Customer 187,Pharmaceuticals & Biotech,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 595,Public Administration,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  559 ,  536 
2021,9,Customer 106,Public Administration,Reoccurring,OperateX Fulfillment,Software & Platforms,  199 ,  199 
2021,9,Customer 106,Public Administration,Reoccurring,DeliverIT Solutions,Software & Platforms,  -   ,  -   
2021,9,Customer 597,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  2,556 ","  2,453 "
2021,9,Customer 120,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  908 ,"  (7,816)"
2021,9,Customer 120,Pharmaceuticals & Biotech,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 87,Pharmaceuticals & Biotech,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 599,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  18 ,  18 
2021,9,Customer 602,Consulting & Advisory,Reoccurring,DeliverIT Solutions,Software & Platforms,  -   ,  -   
2021,9,Customer 604,Digital Innovation & Streaming,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 609,Public Administration,Reoccurring,OperateX Fulfillment,Software & Platforms,  -   ,  -   
2021,9,Customer 613,Logistics & Freight,Reoccurring,OperateX Fulfillment,Software & Platforms,  -   ,  -   
2021,9,Customer 617,Property Management & Investment,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  48 ,  46 
2021,9,Customer 24,Digital Innovation & Streaming,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 24,Digital Innovation & Streaming,Reoccurring,DeliverIT Solutions,Software & Platforms,"  3,106 ",  548 
2021,9,Customer 625,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  4 ,  4 
2021,9,Customer 626,Pharmaceuticals & Biotech,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  2,953 ","  1,708 "
2021,9,Customer 635,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  194 ,  186 
2021,9,Customer 636,Consulting & Advisory,Reoccurring,DeliverIT Solutions,Software & Platforms,  -   ,  -   
2021,9,Customer 644,Public Administration,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  8,014 ","  2,429 "
2021,9,Customer 645,Public Administration,Reoccurring,Insight Advisory,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 23,Consulting & Advisory,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  185 ,  177 
2021,9,Customer 23,Consulting & Advisory,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,  (92),  (57)
2021,9,Customer 23,Consulting & Advisory,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,"  16,388 ","  11,406 "
2021,9,Customer 651,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  2,774 ","  2,774 "
2021,9,Customer 651,Aerospace & Defense,Reoccurring,DeliverIT Solutions,Software & Platforms,"  7,126 ","  1,215 "
2021,9,Customer 110,Industrial Equipment & Utilities,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  12 ,  12 
2021,9,Customer 110,Industrial Equipment & Utilities,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 655,Digital Innovation & Streaming,Reoccurring,DeliverIT Solutions,Software & Platforms,  243 ,  32 
2021,9,Customer 60,Aerospace & Defense,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  338 ,  324 
2021,9,Customer 60,Aerospace & Defense,Reoccurring,Insight Advisory,Consulting & Implementation Services,"  2,386 ",  (205)
2021,9,Customer 251,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 251,Aerospace & Defense,Reoccurring,OperateX Fulfillment,Software & Platforms,  -   ,  -   
2021,9,Customer 6,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,"  15,440 ","  5,804 "
2021,9,Customer 6,Pharmaceuticals & Biotech,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  217 ,  217 
2021,9,Customer 6,Pharmaceuticals & Biotech,Recurring,Skyline Remote Monitoring,Managed IT & Cloud Services,"  (1,964)","  (3,738)"
2021,9,Customer 6,Pharmaceuticals & Biotech,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 6,Pharmaceuticals & Biotech,Reoccurring,OperateX Staffing,Consulting & Implementation Services,"  158,037 ","  (19,997)"
2021,9,Customer 6,Pharmaceuticals & Biotech,Reoccurring,OperateX Fulfillment,Software & Platforms,"  22,323 ","  5,694 "
2021,9,Customer 6,Pharmaceuticals & Biotech,Recurring,FieldSite On-Prem Services,Managed IT & Cloud Services,"  131,814 ","  68,657 "
2021,9,Customer 138,Digital Innovation & Streaming,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 666,Digital Innovation & Streaming,Recurring,Helix Maintenance Plans,Managed IT & Cloud Services,  824 ,  790 
2021,9,Customer 666,Digital Innovation & Streaming,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 98,Digital Innovation & Streaming,Reoccurring,StreamMedia Solutions,Consulting & Implementation Services,  -   ,  -   
2021,9,Customer 86,Aerospace & Defense,Reoccurring,OperateX Staffing,Consulting & Implementation Services,  -   ,  -   
